,Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases,Frequency of Purchases (Numeric),CLV
170,171,52,Male,Shirt,Clothing,25.0,Wyoming,M,Maroon,Fall,2.6,Yes,Store Pickup,Yes,Yes,46.0,Venmo,Bi-Weekly,25.826981246218995,645.6745311554749
171,172,29,Male,Shorts,Clothing,35.0,Virginia,M,Blue,Summer,3.6,Yes,Store Pickup,Yes,Yes,4.0,Credit Card,Weekly,52.0,1820.0
172,173,54,Male,Jewelry,Accessories,67.0,Nebraska,M,Violet,Summer,3.9,Yes,Next Day Air,Yes,Yes,42.0,Credit Card,Bi-Weekly,25.826981246218995,1730.4077434966728
173,174,25,Male,Hat,Accessories,46.0,Hawaii,M,Turquoise,Fall,3.4,Yes,Standard,Yes,Yes,30.0,Cash,Annually,1.0,46.0
174,175,41,Male,Shoes,Footwear,35.0,Vermont,L,Brown,Winter,3.5,Yes,Express,Yes,Yes,37.0,Venmo,Annually,1.0,35.0
175,176,53,Male,Coat,Outerwear,86.0,Oklahoma,L,Violet,Fall,2.8,Yes,Next Day Air,Yes,Yes,2.0,Bank Transfer,Annually,1.0,86.0
176,177,53,Male,Backpack,Accessories,81.0,New Hampshire,L,Black,Spring,2.7,Yes,Next Day Air,Yes,Yes,30.0,Credit Card,Quarterly,25.826981246218995,2091.985480943739
177,178,21,Male,Hoodie,Clothing,42.0,Kansas,L,Magenta,Fall,3.7,Yes,Next Day Air,Yes,Yes,47.0,Bank Transfer,Monthly,25.826981246218995,1084.7332123411977
179,180,64,Male,Boots,Footwear,31.0,Illinois,M,Violet,Fall,4.9,Yes,Store Pickup,Yes,Yes,9.0,Bank Transfer,Fortnightly,26.0,806.0
180,181,51,Male,Sandals,Footwear,81.0,South Dakota,L,Green,Fall,3.3,Yes,Store Pickup,Yes,Yes,12.0,Debit Card,Fortnightly,26.0,2106.0
181,182,32,Male,Pants,Clothing,61.0,Massachusetts,M,Beige,Summer,4.7,Yes,Next Day Air,Yes,Yes,4.0,Bank Transfer,Weekly,52.0,3172.0
182,183,38,Male,Gloves,Accessories,96.0,Alabama,XL,Purple,Summer,2.8,Yes,Store Pickup,Yes,Yes,10.0,Debit Card,Annually,1.0,96.0
184,185,32,Male,Sneakers,Footwear,33.0,Hawaii,L,Cyan,Spring,3.0,Yes,Express,Yes,Yes,40.0,Cash,Fortnightly,26.0,858.0
185,186,46,Male,T-shirt,Clothing,32.0,Wisconsin,XL,Silver,Summer,4.5,Yes,Store Pickup,Yes,Yes,34.0,Bank Transfer,Fortnightly,26.0,832.0
186,187,39,Male,Backpack,Accessories,56.0,Minnesota,S,Lavender,Summer,2.9,Yes,Standard,Yes,Yes,31.0,Debit Card,Annually,1.0,56.0
187,188,19,Male,Shoes,Footwear,94.0,Georgia,S,Purple,Spring,3.3,Yes,Store Pickup,Yes,Yes,1.0,Bank Transfer,Bi-Weekly,25.826981246218995,2427.7362371445856
188,189,50,Male,Hoodie,Clothing,53.0,Arkansas,M,Pink,Spring,3.1,Yes,Express,Yes,Yes,5.0,Bank Transfer,Bi-Weekly,25.826981246218995,1368.8300060496067
190,191,65,Male,Coat,Outerwear,70.0,Indiana,XL,Beige,Fall,3.0,Yes,Free Shipping,Yes,Yes,48.0,Venmo,Quarterly,25.826981246218995,1807.8886872353296
191,192,64,Male,Hat,Accessories,76.0,Utah,M,Gray,Fall,3.9,Yes,Free Shipping,Yes,Yes,29.0,Cash,Every 3 Months,25.826981246218995,1962.8505747126437
192,193,46,Male,Shoes,Footwear,29.0,Nebraska,L,Turquoise,Summer,2.9,Yes,Express,Yes,Yes,12.0,PayPal,Bi-Weekly,25.826981246218995,748.9824561403509
193,194,36,Male,Belt,Accessories,100.0,North Dakota,S,Silver,Fall,3.0,Yes,Standard,Yes,Yes,29.0,Venmo,Annually,1.0,100.0
194,195,51,Male,Backpack,Accessories,94.0,Missouri,M,Olive,Spring,3.1,Yes,Express,Yes,Yes,15.0,Debit Card,Quarterly,25.826981246218995,2427.7362371445856
195,196,51,Male,Jacket,Outerwear,25.0,New York,M,Magenta,Fall,4.3,Yes,Free Shipping,Yes,Yes,34.0,Credit Card,Monthly,25.826981246218995,645.6745311554749
196,197,38,Male,Boots,Footwear,88.0,Washington,M,Lavender,Summer,3.9,Yes,Next Day Air,Yes,Yes,41.0,Credit Card,Fortnightly,26.0,2288.0
197,198,59,Male,Scarf,Accessories,78.0,South Carolina,M,Black,Fall,3.2,Yes,2-Day Shipping,Yes,Yes,41.0,Credit Card,Monthly,25.826981246218995,2014.5045372050815
198,199,57,Male,Jewelry,Accessories,45.0,Utah,M,Turquoise,Winter,4.8,Yes,Standard,Yes,Yes,39.0,Credit Card,Fortnightly,26.0,1170.0
199,200,54,Male,Hat,Accessories,73.0,Idaho,XL,Green,Summer,3.8,Yes,Express,Yes,Yes,32.0,Cash,Weekly,52.0,3796.0
200,201,25,Male,Dress,Clothing,61.0,Pennsylvania,S,Teal,Summer,3.3,Yes,Next Day Air,Yes,Yes,29.0,Venmo,Monthly,25.826981246218995,1575.4458560193586
202,203,57,Male,Hat,Accessories,38.0,Nebraska,L,Magenta,Spring,2.7,Yes,Express,Yes,Yes,33.0,Venmo,Annually,1.0,38.0
203,204,70,Male,Scarf,Accessories,38.0,Indiana,S,Yellow,Fall,3.2,Yes,Next Day Air,Yes,Yes,18.0,Bank Transfer,Weekly,52.0,1976.0
204,205,24,Male,Sneakers,Footwear,100.0,Arizona,M,Yellow,Fall,4.0,Yes,Store Pickup,Yes,Yes,35.0,Cash,Bi-Weekly,25.826981246218995,2582.6981246218998
205,206,67,Male,Shirt,Clothing,64.0,Hawaii,M,Silver,Winter,3.0,Yes,Standard,Yes,Yes,25.0,PayPal,Weekly,52.0,3328.0
206,207,24,Male,T-shirt,Clothing,55.0,Wisconsin,L,Silver,Summer,4.2,Yes,Free Shipping,Yes,Yes,6.0,Venmo,Fortnightly,26.0,1430.0
207,208,62,Male,Gloves,Accessories,91.0,Rhode Island,M,Silver,Summer,2.9,Yes,Express,Yes,Yes,17.0,Bank Transfer,Bi-Weekly,25.826981246218995,2350.2552934059286
209,210,55,Male,Sandals,Footwear,97.0,Minnesota,S,Olive,Winter,3.2,Yes,Store Pickup,Yes,Yes,44.0,Cash,Every 3 Months,25.826981246218995,2505.2171808832427
210,211,45,Male,Jacket,Outerwear,22.0,Vermont,L,Teal,Fall,3.0,Yes,2-Day Shipping,Yes,Yes,6.0,PayPal,Fortnightly,26.0,572.0
212,213,67,Male,Handbag,Accessories,84.0,Virginia,L,Blue,Fall,4.2,Yes,Express,Yes,Yes,7.0,Debit Card,Annually,1.0,84.0
213,214,30,Male,Handbag,Accessories,93.0,Nevada,L,Peach,Fall,4.4,Yes,Store Pickup,Yes,Yes,11.0,Debit Card,Every 3 Months,25.826981246218995,2401.9092558983666
214,215,24,Male,Jacket,Outerwear,50.0,Hawaii,L,Blue,Summer,4.2,Yes,Next Day Air,Yes,Yes,41.0,Cash,Every 3 Months,25.826981246218995,1291.3490623109499
215,216,62,Male,Scarf,Accessories,64.0,New Jersey,S,Orange,Spring,2.8,Yes,2-Day Shipping,Yes,Yes,24.0,PayPal,Bi-Weekly,25.826981246218995,1652.9267997580157
216,217,43,Male,Shorts,Clothing,61.0,Massachusetts,L,Yellow,Spring,3.7,Yes,Free Shipping,Yes,Yes,21.0,Venmo,Weekly,52.0,3172.0
217,218,35,Male,Sunglasses,Accessories,48.0,Oklahoma,M,Purple,Winter,3.5,Yes,Next Day Air,Yes,Yes,24.0,Bank Transfer,Annually,1.0,48.0
218,219,28,Male,T-shirt,Clothing,45.0,California,S,Magenta,Spring,2.9,Yes,Store Pickup,Yes,Yes,8.0,Credit Card,Quarterly,25.826981246218995,1162.2141560798548
219,220,32,Male,Belt,Accessories,88.0,Nevada,M,Cyan,Spring,3.0,Yes,Free Shipping,Yes,Yes,12.0,Cash,Fortnightly,26.0,2288.0
220,221,39,Male,Sneakers,Footwear,57.0,Arizona,S,Indigo,Spring,3.7,Yes,Express,Yes,Yes,48.0,Debit Card,Fortnightly,26.0,1482.0
221,222,28,Male,Hat,Accessories,68.0,North Carolina,XL,Magenta,Summer,4.4,Yes,Store Pickup,Yes,Yes,6.0,Bank Transfer,Quarterly,25.826981246218995,1756.2347247428918
222,223,47,Male,Gloves,Accessories,94.0,New York,XL,Gray,Spring,4.5,Yes,2-Day Shipping,Yes,Yes,14.0,PayPal,Fortnightly,26.0,2444.0
223,224,20,Male,Pants,Clothing,41.0,Wyoming,M,Turquoise,Spring,4.8,Yes,Free Shipping,Yes,Yes,34.0,PayPal,Annually,1.0,41.0
224,225,63,Male,Socks,Clothing,83.0,South Dakota,S,Beige,Summer,2.9,Yes,Free Shipping,Yes,Yes,12.0,Cash,Every 3 Months,25.826981246218995,2143.6394434361764
225,226,25,Male,Jacket,Outerwear,22.0,Arkansas,M,Olive,Spring,3.2,Yes,Next Day Air,Yes,Yes,11.0,Bank Transfer,Annually,1.0,22.0
226,227,29,Male,Shoes,Footwear,74.0,Texas,L,Violet,Spring,3.3,Yes,Free Shipping,Yes,Yes,5.0,PayPal,Monthly,25.826981246218995,1911.1966122202057
227,228,50,Male,Jeans,Clothing,90.0,Rhode Island,M,Turquoise,Winter,4.2,Yes,Standard,Yes,Yes,25.0,Venmo,Fortnightly,26.0,2340.0
228,229,18,Male,Socks,Clothing,79.0,New Hampshire,M,White,Spring,2.9,Yes,Store Pickup,Yes,Yes,11.0,Credit Card,Annually,1.0,79.0
229,230,70,Male,Sandals,Footwear,28.0,Ohio,S,Silver,Spring,4.6,Yes,Next Day Air,Yes,Yes,27.0,PayPal,Every 3 Months,25.826981246218995,723.1554748941319
230,231,66,Male,Scarf,Accessories,88.0,Utah,L,Olive,Fall,4.1,Yes,Standard,Yes,Yes,43.0,Credit Card,Annually,1.0,88.0
232,233,54,Male,Jewelry,Accessories,27.0,Hawaii,L,Purple,Winter,4.2,Yes,Express,Yes,Yes,32.0,Bank Transfer,Bi-Weekly,25.826981246218995,697.3284936479129
233,234,19,Male,Sweater,Clothing,83.0,Arizona,XL,Yellow,Fall,4.5,Yes,Next Day Air,Yes,Yes,27.0,Bank Transfer,Every 3 Months,25.826981246218995,2143.6394434361764
234,235,20,Male,Gloves,Accessories,39.0,South Dakota,S,Silver,Summer,3.7,Yes,Next Day Air,Yes,Yes,24.0,Credit Card,Weekly,52.0,2028.0
235,236,43,Male,Sunglasses,Accessories,89.0,New Jersey,M,Cyan,Winter,3.7,Yes,Free Shipping,Yes,Yes,31.0,Debit Card,Quarterly,25.826981246218995,2298.6013309134905
236,237,38,Male,Coat,Outerwear,68.0,North Dakota,L,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,39.0,PayPal,Fortnightly,26.0,1768.0
237,238,50,Male,Dress,Clothing,90.0,Iowa,M,Beige,Summer,3.0,Yes,Store Pickup,Yes,Yes,36.0,Debit Card,Fortnightly,26.0,2340.0
239,240,49,Male,Pants,Clothing,51.0,Vermont,L,Yellow,Summer,2.9,Yes,Express,Yes,Yes,47.0,Credit Card,Bi-Weekly,25.826981246218995,1317.1760435571687
240,241,47,Male,Sweater,Clothing,45.0,Montana,XL,Turquoise,Winter,3.5,Yes,Free Shipping,Yes,Yes,29.0,Bank Transfer,Fortnightly,26.0,1170.0
241,242,36,Male,Hoodie,Clothing,88.0,Delaware,M,Peach,Winter,4.1,Yes,Free Shipping,Yes,Yes,43.0,Venmo,Bi-Weekly,25.826981246218995,2272.7743496672715
242,243,55,Male,Coat,Outerwear,85.0,New York,L,Gray,Summer,4.3,Yes,Store Pickup,Yes,Yes,40.0,Debit Card,Every 3 Months,25.826981246218995,2195.2934059286144
243,244,25,Male,Jewelry,Accessories,100.0,Kentucky,M,Olive,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,4.0,Debit Card,Monthly,25.826981246218995,2582.6981246218998
244,245,53,Male,Belt,Accessories,42.0,Oregon,S,Indigo,Spring,4.9,Yes,2-Day Shipping,Yes,Yes,39.0,PayPal,Weekly,52.0,2184.0
245,246,49,Male,Sandals,Footwear,53.0,Rhode Island,L,Charcoal,Summer,3.3,Yes,Next Day Air,Yes,Yes,45.0,Venmo,Fortnightly,26.0,1378.0
246,247,35,Male,Sunglasses,Accessories,86.0,Nevada,XL,Beige,Spring,3.2,Yes,Express,Yes,Yes,20.0,Venmo,Bi-Weekly,25.826981246218995,2221.1203871748335
247,248,29,Male,Sweater,Clothing,66.0,Montana,XL,Brown,Spring,4.4,Yes,Standard,Yes,Yes,14.0,Debit Card,Weekly,52.0,3432.0
248,249,47,Male,Belt,Accessories,100.0,Pennsylvania,M,Blue,Winter,4.8,Yes,Express,Yes,Yes,33.0,PayPal,Weekly,52.0,5200.0
249,250,53,Male,Handbag,Accessories,47.0,Alaska,S,Teal,Fall,4.2,Yes,Standard,Yes,Yes,18.0,Credit Card,Annually,1.0,47.0
251,252,21,Male,Handbag,Accessories,51.0,Wyoming,XL,Gold,Winter,2.5,Yes,Standard,Yes,Yes,34.0,PayPal,Annually,1.0,51.0
252,253,32,Male,Shorts,Clothing,41.0,Delaware,M,Violet,Summer,3.9,Yes,Free Shipping,Yes,Yes,33.0,Venmo,Fortnightly,26.0,1066.0
253,254,52,Male,Boots,Footwear,73.0,Oklahoma,L,Cyan,Winter,4.9,Yes,2-Day Shipping,Yes,Yes,15.0,Bank Transfer,Bi-Weekly,25.826981246218995,1885.3696309739867
254,255,67,Male,Sunglasses,Accessories,42.0,Indiana,M,White,Winter,3.5,Yes,Store Pickup,Yes,Yes,4.0,PayPal,Bi-Weekly,25.826981246218995,1084.7332123411977
255,256,43,Male,Scarf,Accessories,20.0,Maryland,M,Charcoal,Spring,4.2,Yes,Free Shipping,Yes,Yes,25.0,Debit Card,Annually,1.0,20.0
256,257,58,Male,Jewelry,Accessories,30.0,South Dakota,XL,Violet,Spring,4.7,Yes,Express,Yes,Yes,20.0,Credit Card,Every 3 Months,25.826981246218995,774.8094373865698
257,258,20,Male,Handbag,Accessories,53.0,West Virginia,M,Red,Summer,4.5,Yes,Express,Yes,Yes,5.0,Credit Card,Quarterly,25.826981246218995,1368.8300060496067
258,259,61,Male,Gloves,Accessories,74.0,Alabama,S,Lavender,Spring,2.8,Yes,Express,Yes,Yes,16.0,Cash,Quarterly,25.826981246218995,1911.1966122202057
259,260,32,Male,Jeans,Clothing,57.0,Louisiana,M,Gold,Fall,2.9,Yes,Standard,Yes,Yes,13.0,Debit Card,Annually,1.0,57.0
260,261,38,Male,Hat,Accessories,57.0,Montana,S,Red,Winter,3.2,Yes,2-Day Shipping,Yes,Yes,11.0,Credit Card,Every 3 Months,25.826981246218995,1472.1379310344828
261,262,21,Male,Jeans,Clothing,77.0,California,L,Magenta,Winter,4.9,Yes,Standard,Yes,Yes,21.0,Credit Card,Annually,1.0,77.0
262,263,37,Male,Pants,Clothing,40.0,Hawaii,M,Teal,Summer,3.7,Yes,Next Day Air,Yes,Yes,6.0,Debit Card,Annually,1.0,40.0
263,264,27,Male,Shorts,Clothing,46.0,Iowa,M,Purple,Summer,4.3,Yes,Store Pickup,Yes,Yes,29.0,Venmo,Monthly,25.826981246218995,1188.0411373260738
264,265,36,Male,Pants,Clothing,78.0,Colorado,S,Charcoal,Fall,3.9,Yes,Store Pickup,Yes,Yes,15.0,Cash,Annually,1.0,78.0
265,266,32,Male,Backpack,Accessories,59.0,Michigan,M,Gray,Spring,3.2,Yes,2-Day Shipping,Yes,Yes,17.0,Bank Transfer,Bi-Weekly,25.826981246218995,1523.7918935269208
266,267,51,Male,Jewelry,Accessories,75.0,Louisiana,L,White,Summer,3.1,Yes,Express,Yes,Yes,32.0,Credit Card,Weekly,52.0,3900.0
267,268,64,Male,Sweater,Clothing,54.0,Maryland,M,Olive,Spring,3.9,Yes,2-Day Shipping,Yes,Yes,42.0,Venmo,Annually,1.0,54.0
268,269,68,Male,Shoes,Footwear,42.0,Georgia,M,Charcoal,Spring,2.6,Yes,Store Pickup,Yes,Yes,21.0,Cash,Monthly,25.826981246218995,1084.7332123411977
270,271,33,Male,Jeans,Clothing,52.0,North Dakota,XL,Orange,Fall,4.6,Yes,Free Shipping,Yes,Yes,16.0,Bank Transfer,Annually,1.0,52.0
271,272,65,Male,Sunglasses,Accessories,69.0,Maryland,XL,Yellow,Summer,4.6,Yes,Express,Yes,Yes,42.0,Credit Card,Fortnightly,26.0,1794.0
272,273,48,Male,Jewelry,Accessories,26.0,Oregon,M,Beige,Summer,4.4,Yes,2-Day Shipping,Yes,Yes,37.0,Debit Card,Bi-Weekly,25.826981246218995,671.5015124016938
273,274,69,Male,Coat,Outerwear,33.0,North Dakota,S,Silver,Spring,4.2,Yes,Express,Yes,Yes,32.0,Debit Card,Quarterly,25.826981246218995,852.2903811252269
274,275,59,Male,Jewelry,Accessories,32.0,Maryland,M,Indigo,Spring,3.0,Yes,Express,Yes,Yes,28.0,Cash,Bi-Weekly,25.826981246218995,826.4633998790079
275,276,48,Male,Backpack,Accessories,85.0,Virginia,XL,Lavender,Winter,4.0,Yes,Express,Yes,Yes,13.0,Credit Card,Weekly,52.0,4420.0
277,278,29,Male,Shirt,Clothing,29.0,Georgia,M,Green,Winter,3.0,Yes,Store Pickup,Yes,Yes,36.0,Bank Transfer,Bi-Weekly,25.826981246218995,748.9824561403509
278,279,57,Male,Sweater,Clothing,95.0,Hawaii,M,Orange,Spring,3.7,Yes,Express,Yes,Yes,23.0,Debit Card,Annually,1.0,95.0
279,280,23,Male,Sneakers,Footwear,69.0,Arkansas,L,Turquoise,Summer,4.0,Yes,Standard,Yes,Yes,37.0,Bank Transfer,Monthly,25.826981246218995,1782.0617059891106
280,281,45,Male,Sandals,Footwear,69.0,Montana,S,Cyan,Fall,4.2,Yes,2-Day Shipping,Yes,Yes,21.0,Cash,Bi-Weekly,25.826981246218995,1782.0617059891106
281,282,38,Male,Belt,Accessories,61.0,Oklahoma,XL,Charcoal,Spring,2.5,Yes,Standard,Yes,Yes,22.0,Debit Card,Bi-Weekly,25.826981246218995,1575.4458560193586
283,284,32,Male,Sweater,Clothing,30.0,Montana,S,Maroon,Fall,3.2,Yes,Next Day Air,Yes,Yes,16.0,Venmo,Annually,1.0,30.0
285,286,29,Male,Handbag,Accessories,39.0,Kentucky,XL,Yellow,Summer,4.8,Yes,Express,Yes,Yes,3.0,Debit Card,Bi-Weekly,25.826981246218995,1007.2522686025408
286,287,27,Male,Jewelry,Accessories,51.0,Nebraska,L,Gray,Summer,2.6,Yes,Store Pickup,Yes,Yes,6.0,Debit Card,Annually,1.0,51.0
287,288,56,Male,Scarf,Accessories,37.0,Delaware,L,Blue,Spring,3.4,Yes,2-Day Shipping,Yes,Yes,18.0,Venmo,Fortnightly,26.0,962.0
288,289,30,Male,T-shirt,Clothing,62.0,North Carolina,M,Lavender,Winter,3.7,Yes,2-Day Shipping,Yes,Yes,34.0,Venmo,Bi-Weekly,25.826981246218995,1601.2728372655777
289,290,49,Male,Coat,Outerwear,85.0,New York,M,Yellow,Fall,4.5,Yes,2-Day Shipping,Yes,Yes,26.0,Credit Card,Monthly,25.826981246218995,2195.2934059286144
290,291,58,Male,T-shirt,Clothing,33.0,Colorado,M,Indigo,Winter,3.7,Yes,Standard,Yes,Yes,50.0,PayPal,Weekly,52.0,1716.0
291,292,57,Male,Dress,Clothing,26.0,Delaware,XL,Violet,Fall,3.3,Yes,Next Day Air,Yes,Yes,40.0,Bank Transfer,Monthly,25.826981246218995,671.5015124016938
292,293,60,Male,Shoes,Footwear,99.0,Utah,M,Green,Spring,4.7,Yes,Free Shipping,Yes,Yes,24.0,Cash,Quarterly,25.826981246218995,2556.8711433756807
293,294,69,Male,Handbag,Accessories,39.0,Connecticut,M,White,Spring,2.7,Yes,Express,Yes,Yes,33.0,PayPal,Annually,1.0,39.0
295,296,53,Male,Sunglasses,Accessories,42.0,West Virginia,M,Indigo,Winter,2.7,Yes,Store Pickup,Yes,Yes,24.0,Credit Card,Quarterly,25.826981246218995,1084.7332123411977
296,297,25,Male,Sandals,Footwear,74.0,Indiana,S,Lavender,Spring,4.8,Yes,2-Day Shipping,Yes,Yes,19.0,Credit Card,Weekly,52.0,3848.0
297,298,48,Male,Shoes,Footwear,26.0,Delaware,XL,Purple,Summer,4.4,Yes,Standard,Yes,Yes,4.0,Credit Card,Bi-Weekly,25.826981246218995,671.5015124016938
298,299,69,Male,T-shirt,Clothing,53.0,Maryland,M,Lavender,Winter,4.0,Yes,Standard,Yes,Yes,11.0,Venmo,Every 3 Months,25.826981246218995,1368.8300060496067
299,300,25,Male,Sneakers,Footwear,80.0,Pennsylvania,M,Maroon,Summer,3.2,Yes,Next Day Air,Yes,Yes,28.0,PayPal,Fortnightly,26.0,2080.0
300,301,29,Male,Hat,Accessories,98.0,Iowa,M,Teal,Spring,4.4,Yes,Store Pickup,Yes,Yes,24.0,PayPal,Weekly,52.0,5096.0
302,303,37,Male,Sweater,Clothing,44.0,Delaware,L,Olive,Summer,3.6,Yes,Express,Yes,Yes,27.0,Bank Transfer,Every 3 Months,25.826981246218995,1136.3871748336358
303,304,20,Male,Sandals,Footwear,60.0,Oregon,M,Turquoise,Summer,3.3,Yes,Next Day Air,Yes,Yes,49.0,Venmo,Weekly,52.0,3120.0
304,305,40,Male,Dress,Clothing,84.0,Oregon,M,Green,Winter,3.4,Yes,Next Day Air,Yes,Yes,45.0,Credit Card,Bi-Weekly,25.826981246218995,2169.4664246823954
305,306,60,Male,Sweater,Clothing,59.0,Utah,M,Teal,Fall,3.5,Yes,2-Day Shipping,Yes,Yes,26.0,PayPal,Annually,1.0,59.0
306,307,26,Male,Jacket,Outerwear,49.0,North Dakota,S,White,Summer,3.6,Yes,Express,Yes,Yes,4.0,Cash,Annually,1.0,49.0
307,308,29,Male,Gloves,Accessories,32.0,Florida,M,Orange,Winter,3.2,Yes,Free Shipping,Yes,Yes,3.0,Credit Card,Every 3 Months,25.826981246218995,826.4633998790079
308,309,66,Male,Handbag,Accessories,29.0,Maryland,M,Beige,Fall,3.7,Yes,Standard,Yes,Yes,45.0,Venmo,Bi-Weekly,25.826981246218995,748.9824561403509
309,310,66,Male,Dress,Clothing,22.0,Minnesota,M,Yellow,Spring,4.5,Yes,Standard,Yes,Yes,21.0,Cash,Fortnightly,26.0,572.0
310,311,56,Male,Pants,Clothing,85.0,Montana,M,Charcoal,Winter,4.6,Yes,Standard,Yes,Yes,50.0,Cash,Fortnightly,26.0,2210.0
311,312,69,Male,Jeans,Clothing,52.0,Rhode Island,L,Silver,Winter,4.1,Yes,Store Pickup,Yes,Yes,19.0,Bank Transfer,Monthly,25.826981246218995,1343.0030248033877
312,313,38,Male,Pants,Clothing,89.0,Massachusetts,L,Green,Spring,3.4,Yes,Next Day Air,Yes,Yes,6.0,PayPal,Annually,1.0,89.0
313,314,42,Male,Dress,Clothing,77.0,Vermont,M,Pink,Spring,3.7,Yes,Express,Yes,Yes,50.0,Credit Card,Every 3 Months,25.826981246218995,1988.6775559588627
314,315,30,Male,Pants,Clothing,24.0,New Jersey,M,Purple,Summer,3.3,Yes,Store Pickup,Yes,Yes,17.0,Debit Card,Every 3 Months,25.826981246218995,619.8475499092559
315,316,66,Male,Jewelry,Accessories,24.0,Wisconsin,XL,Orange,Spring,4.5,Yes,Express,Yes,Yes,24.0,Debit Card,Annually,1.0,24.0
316,317,36,Male,Handbag,Accessories,22.0,California,M,Charcoal,Fall,3.3,Yes,Free Shipping,Yes,Yes,46.0,Venmo,Monthly,25.826981246218995,568.1935874168179
317,318,58,Male,Sweater,Clothing,82.0,West Virginia,L,Teal,Fall,4.3,Yes,Standard,Yes,Yes,42.0,Cash,Every 3 Months,25.826981246218995,2117.812462189958
318,319,45,Male,Backpack,Accessories,67.0,South Dakota,M,Beige,Winter,2.5,Yes,Standard,Yes,Yes,10.0,Cash,Annually,1.0,67.0
319,320,47,Male,Shorts,Clothing,74.0,Maine,XL,White,Spring,2.6,Yes,Standard,Yes,Yes,1.0,Cash,Every 3 Months,25.826981246218995,1911.1966122202057
320,321,66,Male,Jewelry,Accessories,72.0,Kansas,L,White,Summer,4.9,Yes,Standard,Yes,Yes,28.0,Debit Card,Quarterly,25.826981246218995,1859.5426497277676
321,322,41,Male,Sneakers,Footwear,36.0,Vermont,L,Orange,Summer,4.7,Yes,Free Shipping,Yes,Yes,48.0,Debit Card,Quarterly,25.826981246218995,929.7713248638838
322,323,41,Male,Belt,Accessories,95.0,Tennessee,S,Cyan,Winter,3.0,Yes,Standard,Yes,Yes,47.0,Credit Card,Monthly,25.826981246218995,2453.5632183908046
323,324,66,Male,Hoodie,Clothing,78.0,Tennessee,M,Orange,Winter,3.5,Yes,Next Day Air,Yes,Yes,29.0,PayPal,Bi-Weekly,25.826981246218995,2014.5045372050815
324,325,37,Male,Shirt,Clothing,82.0,Wyoming,M,Olive,Summer,4.8,Yes,Standard,Yes,Yes,37.0,Venmo,Quarterly,25.826981246218995,2117.812462189958
325,326,70,Male,Pants,Clothing,70.0,Vermont,M,Charcoal,Winter,4.3,Yes,Free Shipping,Yes,Yes,38.0,Debit Card,Annually,1.0,70.0
326,327,62,Male,Scarf,Accessories,41.0,New Jersey,M,White,Fall,3.2,Yes,Store Pickup,Yes,Yes,48.0,Bank Transfer,Weekly,52.0,2132.0
327,328,61,Male,Coat,Outerwear,42.0,Iowa,M,Teal,Summer,3.1,Yes,Free Shipping,Yes,Yes,36.0,PayPal,Weekly,52.0,2184.0
328,329,48,Male,Coat,Outerwear,50.0,Florida,M,Yellow,Fall,2.8,Yes,Free Shipping,Yes,Yes,9.0,Credit Card,Weekly,52.0,2600.0
329,330,70,Male,Socks,Clothing,31.0,Nevada,S,White,Summer,2.9,Yes,2-Day Shipping,Yes,Yes,34.0,Bank Transfer,Monthly,25.826981246218995,800.6364186327888
330,331,46,Male,Sweater,Clothing,51.0,North Dakota,M,Beige,Winter,3.7,Yes,Express,Yes,Yes,43.0,Venmo,Bi-Weekly,25.826981246218995,1317.1760435571687
331,332,31,Male,Shirt,Clothing,98.0,Florida,L,Beige,Fall,3.3,Yes,Store Pickup,Yes,Yes,46.0,PayPal,Quarterly,25.826981246218995,2531.0441621294617
332,333,19,Male,Shirt,Clothing,86.0,New York,M,Maroon,Winter,2.8,Yes,2-Day Shipping,Yes,Yes,5.0,Credit Card,Monthly,25.826981246218995,2221.1203871748335
333,334,39,Male,Sweater,Clothing,64.0,Alaska,M,Teal,Winter,4.5,Yes,Standard,Yes,Yes,15.0,Bank Transfer,Bi-Weekly,25.826981246218995,1652.9267997580157
335,336,20,Male,Sweater,Clothing,85.0,Oregon,L,Maroon,Spring,3.7,Yes,Standard,Yes,Yes,44.0,Venmo,Every 3 Months,25.826981246218995,2195.2934059286144
336,337,36,Male,Hat,Accessories,81.0,Rhode Island,S,Orange,Fall,4.4,Yes,Express,Yes,Yes,16.0,PayPal,Annually,1.0,81.0
337,338,32,Male,Sweater,Clothing,59.0,New Mexico,M,Cyan,Winter,4.3,Yes,2-Day Shipping,Yes,Yes,16.0,Bank Transfer,Annually,1.0,59.0
338,339,69,Male,Hoodie,Clothing,79.0,Massachusetts,M,Silver,Winter,3.5,Yes,Express,Yes,Yes,16.0,Cash,Weekly,52.0,4108.0
339,340,40,Male,Shorts,Clothing,33.0,Pennsylvania,M,Teal,Spring,3.8,Yes,2-Day Shipping,Yes,Yes,21.0,Credit Card,Every 3 Months,25.826981246218995,852.2903811252269
340,341,40,Male,Shorts,Clothing,47.0,New Jersey,L,Blue,Summer,3.5,Yes,Express,Yes,Yes,39.0,Venmo,Every 3 Months,25.826981246218995,1213.8681185722928
